artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
Young Thug,Money On The Dresser,4PpGvI2XfjS8KOE34JURpQ,BUSINESS IS BUSINESS,7CLo0dKR7Zk97M2TLO8mb8,2023-06-22,12,False,0.888,0.665,G#/Ab,-6.933,Major,0.258,0.000109,0.025,0.105,0.448,160.015,4,[],Studio Album,02:13,2023,June,Thursday
Young Thug,Went Thru It,6Z0WCKctbLBuzbu7TbTXwj,BUSINESS IS BUSINESS (Metro's Version),1E7ibA3gXudpo1LBfzSRdh,2023-06-25,10,False,0.853,0.684,D,-7.058,Major,0.152,0.0348,1.7e-05,0.238,0.254,92.504,4,[],Album Deluxe,02:35,2023,June,Sunday
Young Thug,Stupid/Asking,1OalHHaTUVtvaTj3emnJf6,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,11,False,0.534,0.466,C#/Db,-11.578,Major,0.401,0.479,1.27e-06,0.418,0.507,156.042,4,[],Studio Album,05:33,2021,October,Thursday
Young Thug,Cars Bring Me Out (feat. Future),6dWmq5ajzRYRlPmGs7gSsv,BUSINESS IS BUSINESS (Metro's Version),1E7ibA3gXudpo1LBfzSRdh,2023-06-25,10,False,0.739,0.73,A#/Bb,-6.049,Minor,0.232,0.0195,0.0,0.12,0.671,100.093,4,['Future'],Album Deluxe,03:22,2023,June,Sunday
Young Thug,"Love You More (with Nate Ruess, Gunna & Jeff Bhasker)",625yYoyLPgkeZmA9NTlS76,Punk,4tYDU5yrBpOxg2hUuBOgBo,2021-10-14,19,False,0.676,0.377,F#/Gb,-10.735,Major,0.0463,0.598,0.00299,0.18,0.263,137.996,4,"['Gunna', 'Jeff Bhasker', 'Nate Ruess']",Studio Album,03:41,2021,October,Thursday
Young Thug,Uncle M,3iIL3u4SViZsQfl32F5ceM,BUSINESS IS BUSINESS (Metro's Version),1E7ibA3gXudpo1LBfzSRdh,2023-06-25,9,False,0.708,0.619,A,-6.751,Major,0.0671,0.0127,0.0,0.208,0.296,142.078,4,[],Album Deluxe,02:20,2023,June,Sunday
Young Thug,Cartier Gucci Scarf (feat. Lil Duke),0Fvh4oaJoEL8voplz5u7Gi,So Much Fun,5AivpkHClIpmRxheNz1TzN,2019-08-15,7,False,0.946,0.495,C#/Db,-7.291,Minor,0.0838,0.0391,2.07e-06,0.0709,0.169,128.027,4,['Lil Duke'],Studio Album,03:18,2019,August,Thursday
Young Thug,Hoodie (feat. BSlime & Lil Gotit),3U5tLnh8PXHgSBK1eHUomH,BUSINESS IS BUSINESS,7CLo0dKR7Zk97M2TLO8mb8,2023-06-22,10,False,0.609,0.607,C#/Db,-8.498,Major,0.388,0.00041,0.0,0.103,0.224,84.33,4,"['Bslime', 'Lil Gotit']",Studio Album,03:35,2023,June,Thursday
Young Thug,Fuck My Tattoos,2UE3sGrt4tcgKy8Hbgu4Sw,I Came from Nothing 2,4k4w4MLXdY084qrbMGy9Sg,2011-12-20,17,True,0.73,0.49,G,-6.821,Major,0.0331,0.103,0.0,0.121,0.197,129.906,4,['Jose Guapo'],Mixtape,03:45,2011,December,Tuesday
Young Thug,But I Want,6ISVKd55z3xQic5mkSzUU0,I Came from Nothing 2,4k4w4MLXdY084qrbMGy9Sg,2011-12-20,18,True,0.565,0.729,F#/Gb,-8.285,Major,0.228,0.00386,0.0,0.167,0.476,136.17,4,[],Mixtape,03:24,2011,December,Tuesday
